dateTime,Kp,Dst,dens,velo,Pdyn,ByIMF,BzIMF,mep06,mep05,mep01,me03,Lval,mlt,lat,lon
2006-12-05 02:04:02.425,0.0,-11.0,4.108080730255789,299.86531944450496,0.9382829440038695,-2.359595919085808,-1.939393751632738,0.75,0.0,0.25,1.25,7.57,10.36066667,73.27,141.96
2006-12-05 02:38:42.420,0.0,-11.0,4.177413830804195,298.7097666666772,1.1809490369903848,-2.012930003085902,-1.4193950153855046,0.625,0.0,0.375,1.25,7.78,8.18533333,56.22,93.28
2006-12-05 02:51:46.418,0.0,-11.0,4.203547072548388,298.2742122222302,1.2724154739587998,-1.882263638598527,-1.2233955205765776,0.875,0.0,756.5,1.375,7.88,23.85733333,80.48,345.16
2006-12-05 03:30:26.413,0.0,-11.5073369,4.296100380244891,298.50733694446546,1.5430815378182967,-2.2058694836969397,-0.8463315516091291,1.375,0.0,2.625,1.625,6.87,20.95733333,57.86,259.11
2006-12-05 03:45:22.411,0.0,-11.7562253,4.333433653978302,298.7562252777826,1.6476146271303662,-2.4049801384827294,-0.72188738495056,1.0,0.0,0.375,1.125,7.58,11.12533333,73.35,116.8
2006-12-05 04:20:50.406,0.0,-10.25133,4.467253758429633,301.4313449999192,1.8958807264947095,-2.0789974460554417,-0.7042005072761716,1.5,0.0,618.0,1.875,7.96,8.01733333,81.26,337.86
2006-12-05 05:12:50.398,0.0,-8.47422334,4.733459850118525,303.6460061113997,2.1700000762939453,-1.206999746050962,-0.7288004260446037,0.625,0.0,1.625,1.5,7.19,20.916,64.05,232.01
2006-12-05 05:26:58.396,0.0,-8.00311333,4.8253262686724385,301.0549011112897,2.1700000762939453,-1.3247772460559613,-0.5403564320036782,0.75,0.0,0.375,1.25,7.41,11.86733333,72.63,89.91
2006-12-05 06:06:10.391,0.0,-7.20577278,5.072923623956306,295.30865916664055,2.133989837732878,-1.5794227411598156,-0.007402250118136083,1.375,0.0,18.5,2.0,7.86,7.128,81.31,357.13
2006-12-05 06:56:02.384,0.0,-8.62534333,5.338878699972975,297.8019866667717,1.8431016095690542,-1.413200868187364,0.740596011067259,1.125,0.0,1.625,1.5,7.6,20.51466667,71.89,202.81
2006-12-05 07:47:30.377,0.00151735606,-6.99736112,5.550025085634156,301.9588569446217,1.5507977537895912,-1.2416457550051774,1.0375314380368807,1.375,0.0,4.75,3.875,7.3,7.63133333,81.31,357.29
2006-12-05 08:38:42.370,2.01529062,-3.49514667,5.729020644750063,299.77448611119723,1.260665053102271,-1.7160822391312585,0.454897231662137,1.625,0.0,2.0,2.0,7.53,20.112,72.46,173.83
2006-12-05 09:32:50.362,2.29999995,1.563935,5.800000190734863,293.6214177776655,1.0797944723082709,-2.0,0.04526772289536043,1.75,0.0,653.0,6.375,7.92,6.912,81.31,322.65
